2,3,4,filedFor
90329340,"239,864","17,072,192",2009-12-31
91131210,"81,993","1,429,200",2009-12-31
91324P10,"35,814","1,175,000",2009-12-31
93114210,"1,811,482","33,891,142",2009-12-31
93114210,"50,564","946,000",2009-12-31
93114210,"224,490","4,200,000",2009-12-31
93964010,"393,136","894,304",2009-12-31
93964010,"65,198","148,311",2009-12-31
93964010,"284,933","648,165",2009-12-31
93964010,"16,259","36,985",2009-12-31
94974610,"1,443,679","53,489,420",2009-12-31
94974610,"341,240","12,643,200",2009-12-31
94974610,"1,034,069","38,313,040",2009-12-31
94974610,"75,248","2,788,000",2009-12-31
94974610,"26,990","1,000,000",2009-12-31
94974610,"4,054,226","150,212,148",2009-12-31
94974610,"43,446","1,609,720",2009-12-31
94974610,"45,883","1,700,000",2009-12-31
94974610,"22,132","820,000",2009-12-31
94974610,"593,780","22,000,000",2009-12-31
94974610,"431,840","16,000,000",2009-12-31
94974610,"399,799","14,812,857",2009-12-31
94974610,"72,873","2,700,000",2009-12-31
94974610,"53,980","2,000,000",2009-12-31
94973V10,"78,331","1,343,820",2009-12-31
95081710,"1,956,159","5,703,087",2009-12-31
02581610,"583,941","17,225,400",2009-09-30
02581610,"271,018","7,994,634",2009-09-30
02581610,"4,076,674","120,255,879",2009-09-30
02581610,"65,871","1,943,100",2009-09-30
02581610,"47,450","1,399,713",2009-09-30
02581610,"28,470","839,832",2009-09-30
02581610,"66,178","1,952,142",2009-09-30
06050510,"84,600","5,000,000",2009-09-30
07588710,"83,700","1,200,000",2009-09-30
12189T10,"6,129,110","76,777,029",2009-09-30
14313010,"188,100","9,000,000",2009-09-30
19121610,"21,480","400,000",2009-09-30
19121610,"95,371","1,776,000",2009-09-30
19121610,"386,941","7,205,600",2009-09-30
19121610,"2,155,604","40,141,600",2009-09-30
19121610,"7,515,079","139,945,600",2009-09-30
19121610,"490,775","9,139,200",2009-09-30
19121610,"25,776","480,000",2009-09-30
19121610,"48,974","912,000",2009-09-30
20030N20,"192,960","12,000,000",2009-09-30
20033410,"10,038","1,218,199",2009-09-30
20033410,"2,496","302,963",2009-09-30
20033410,142,"17,215",2009-09-30
20825C10,"2,232,266","49,430,168",2009-09-30
20825C10,"90,320","2,000,000",2009-09-30
20825C10,"270,960","6,000,000",2009-09-30
22160K10,"296,221","5,254,000",2009-09-30
30231G10,"58,627","854,490",2009-09-30
30231G10,"28,940","421,800",2009-09-30
36473010,"43,129","3,447,600",2009-09-30
36960410,"127,713","7,777,900",2009-09-30
37733W10,"59,680","1,510,500",2009-09-30
43707610,"73,470","2,757,898",2009-09-30
G4776G10,"19,506","636,600",2009-09-30
G4776G10,"219,167","7,146,000",2009-09-30
46284610,"89,902","3,372,200",2009-09-30
47816010,"302,818","4,973,200",2009-09-30
47816010,"1,051,244","17,264,633",2009-09-30
47816010,"19,807","325,300",2009-09-30
47816010,"553,320","9,087,200",2009-09-30
47816010,"48,225","792,000",2009-09-30
47816010,"35,012","575,000",2009-09-30
47816010,"237,307","3,897,300",2009-09-30
50075N10,"2,343,872","89,222,400",2009-09-30
50075N10,"808,861","30,790,300",2009-09-30
50075N10,"262,700","10,000,000",2009-09-30
50075N10,"6,825","259,800",2009-09-30
50075N10,"210,160","8,000,000",2009-09-30
54866110,"136,110","6,500,000",2009-09-30
55261F10,"374,129","6,003,360",2009-09-30
55261F10,"34,027","546,000",2009-09-30
55261F10,"10,326","165,700",2009-09-30
61536910,"480,808","23,499,912",2009-09-30
61536910,"321,619","15,719,400",2009-09-30
62937750,"169,140","6,000,000",2009-09-30
62985Q10,"184,410","9,000,000",2009-09-30
64106940,"144,697","3,400,000",2009-09-30
65410610,"494,373","7,641,000",2009-09-30
65584410,"83,332","1,933,000",2009-09-30
74271810,"3,226,162","55,700,318",2009-09-30
74271810,"1,174,618","20,280,000",2009-09-30
74271810,"361,421","6,240,000",2009-09-30
74271810,"361,421","6,240,000",2009-09-30
74271810,"45,178","780,000",2009-09-30
74271810,"90,355","1,560,000",2009-09-30
74271810,"66,069","1,140,692",2009-09-30
74271810,"253,400","4,375,000",2009-09-30
76075910,"96,316","3,625,000",2009-09-30
80105N10,"18,050","488,500",2009-09-30
80105N10,"107,012","2,896,133",2009-09-30
80105N10,"6,256","169,300",2009-09-30
80105N10,"12,932","350,000",2009-09-30
86791410,"50,056","2,219,778",2009-09-30
86791410,"19,393","860,000",2009-09-30
89102710,"3,368","77,551",2009-09-30
89102710,"19,532","449,728",2009-09-30
89102710,"71,959","1,656,900",2009-09-30
89102710,"27,782","639,700",2009-09-30
89417E10,"1,346","27,336",2009-09-30
90297330,"509,498","23,307,300",2009-09-30
90297330,"454,006","20,768,826",2009-09-30
90297330,"182,859","8,365,000",2009-09-30
90297330,"218,600","10,000,000",2009-09-30
90297330,"47,524","2,174,000",2009-09-30
90297330,"38,146","1,745,000",2009-09-30
90297330,"58,569","2,679,300",2009-09-30
90329340,"293,300","17,072,192",2009-09-30
90781810,"519,665","8,906,000",2009-09-30
90781810,"38,044","652,000",2009-09-30
91131210,"80,707","1,429,200",2009-09-30
91324P10,"85,136","3,400,000",2009-09-30
93114210,"1,604,784","32,690,642",2009-09-30
93114210,"46,439","946,000",2009-09-30
93114210,"206,178","4,200,000",2009-09-30
93964010,"418,606","894,304",2009-09-30
93964010,"69,421","148,311",2009-09-30
93964010,"303,393","648,165",2009-09-30
93964010,"17,312","36,985",2009-09-30
94974610,"1,507,332","53,489,420",2009-09-30
94974610,"356,285","12,643,200",2009-09-30
94974610,"1,079,661","38,313,040",2009-09-30
94974610,"78,566","2,788,000",2009-09-30
94974610,"28,180","1,000,000",2009-09-30
94974610,"4,043,250","143,479,420",2009-09-30
94974610,"45,362","1,609,720",2009-09-30
94974610,"47,906","1,700,000",2009-09-30
94974610,"23,108","820,000",2009-09-30
94974610,"619,960","22,000,000",2009-09-30
94974610,"450,880","16,000,000",2009-09-30
94974610,"417,426","14,812,857",2009-09-30
94974610,"76,086","2,700,000",2009-09-30
94974610,"56,360","2,000,000",2009-09-30
94973V10,"160,750","3,394,213",2009-09-30
95081710,"1,856,355","5,703,087",2009-09-30
47816010,"282,477","4,973,200",2009-06-30
47816010,"980,631","17,264,633",2009-06-30
47816010,"18,477","325,300",2009-06-30
47816010,"516,153","9,087,200",2009-06-30
47816010,"44,986","792,000",2009-06-30
47816010,"32,660","575,000",2009-06-30
47816010,"221,367","3,897,300",2009-06-30
50075N10,"2,260,896","89,222,400",2009-06-30
50075N10,"780,226","30,790,300",2009-06-30
50075N10,"253,400","10,000,000",2009-06-30
50075N10,"6,583","259,800",2009-06-30
50075N10,"202,720","8,000,000",2009-06-30
54866110,"126,165","6,500,000",2009-06-30
55261F10,"305,751","6,003,360",2009-06-30
55261F10,"27,808","546,000",2009-06-30
55261F10,"8,439","165,700",2009-06-30
61536910,"850,594","32,280,600",2009-06-30
61536910,"414,206","15,719,400",2009-06-30
62937750,"186,912","7,200,000",2009-06-30
62985Q10,"151,560","9,000,000",2009-06-30
65410610,"395,651","7,641,000",2009-06-30
65584410,"72,816","1,933,000",2009-06-30
74271810,"2,846,286","55,700,318",2009-06-30
74271810,"1,036,308","20,280,000",2009-06-30
74271810,"318,864","6,240,000",2009-06-30
74271810,"318,864","6,240,000",2009-06-30
74271810,"39,858","780,000",2009-06-30
74271810,"79,716","1,560,000",2009-06-30
74271810,"58,289","1,140,692",2009-06-30
74271810,"223,562","4,375,000",2009-06-30
80105N10,"14,405","488,500",2009-06-30
80105N10,"85,407","2,896,133",2009-06-30
80105N10,"4,993","169,300",2009-06-30
80105N10,"10,321","350,000",2009-06-30
86791410,"38,569","2,344,600",2009-06-30
86791410,"14,147","860,000",2009-06-30
89102710,"2,872","77,551",2009-06-30
89102710,"16,658","449,728",2009-06-30
89102710,"61,372","1,656,900",2009-06-30
89102710,"23,694","639,700",2009-06-30
90297330,"417,667","23,307,300",2009-06-30
90297330,"372,177","20,768,826",2009-06-30
90297330,"149,901","8,365,000",2009-06-30
90297330,"179,200","10,000,000",2009-06-30
90297330,"38,958","2,174,000",2009-06-30
90297330,"31,270","1,745,000",2009-06-30
90297330,"48,013","2,679,300",2009-06-30
90329340,"171,917","17,072,192",2009-06-30
90781810,"463,646","8,906,000",2009-06-30
90781810,"33,943","652,000",2009-06-30
91131210,"71,446","1,429,200",2009-06-30
91324P10,"84,932","3,400,000",2009-06-30
92927K10,"47,790","2,700,000",2009-06-30
93114210,"920,278","18,998,300",2009-06-30
93114210,"45,824","946,000",2009-06-30
93964010,"314,956","894,304",2009-06-30
93964010,"52,232","148,311",2009-06-30
93964010,"228,271","648,165",2009-06-30
93964010,"13,025","36,985",2009-06-30
94974610,"1,297,653","53,489,420",2009-06-30
94974610,"306,724","12,643,200",2009-06-30
94974610,"929,474","38,313,040",2009-06-30
94974610,"67,637","2,788,000",2009-06-30
94974610,"24,260","1,000,000",2009-06-30
94974610,"3,385,382","139,545,832",2009-06-30
94974610,"39,052","1,609,720",2009-06-30
94974610,"41,242","1,700,000",2009-06-30
94974610,"19,893","820,000",2009-06-30
94974610,"533,720","22,000,000",2009-06-30
94974610,"388,160","16,000,000",2009-06-30
94974610,"194,080","8,000,000",2009-06-30
94974610,"65,502","2,700,000",2009-06-30
94974610,"48,520","2,000,000",2009-06-30
49773V10,"178,115","3,500,000",2009-06-30
95081710,"1,659,598","5,703,087",2009-06-30
47816010,"227,364","4,322,500",2009-03-31
47816010,"710,604","13,509,591",2009-03-31
47816010,"17,111","325,300",2009-03-31
47816010,"477,987","9,087,200",2009-03-31
47816010,"41,659","792,000",2009-03-31
47816010,"30,245","575,000",2009-03-31
47816010,"204,998","3,897,300",2009-03-31
50075N10,"1,988,767","89,222,400",2009-03-31
50075N10,"686,316","30,790,300",2009-03-31
50075N10,"222,900","10,000,000",2009-03-31
50075N10,"5,791","259,800",2009-03-31
50075N10,"178,320","8,000,000",2009-03-31
54866110,"118,625","6,500,000",2009-03-31
55261F10,"271,592","6,003,360",2009-03-31
55261F10,"24,701","546,000",2009-03-31
55261F10,"7,496","165,700",2009-03-31
61536910,"739,871","32,280,600",2009-03-31
61536910,"360,289","15,719,400",2009-03-31
62937750,"126,720","7,200,000",2009-03-31
62985Q10,"117,630","9,000,000",2009-03-31
65410610,"358,286","7,641,000",2009-03-31
65584410,"65,239","1,933,000",2009-03-31
74271810,"2,622,928","55,700,318",2009-03-31
74271810,"954,985","20,280,000",2009-03-31
74271810,"293,842","6,240,000",2009-03-31
74271810,"293,842","6,240,000",2009-03-31
74271810,"36,730","780,000",2009-03-31
74271810,"73,460","1,560,000",2009-03-31
74271810,"53,715","1,140,692",2009-03-31
74271810,"206,019","4,375,000",2009-03-31
80105N10,"13,644","488,500",2009-03-31
80105N10,"80,889","2,896,133",2009-03-31
80105N10,"4,729","169,300",2009-03-31
80105N10,"9,775","350,000",2009-03-31
86791410,"27,526","2,344,600",2009-03-31
86791410,"10,096","860,000",2009-03-31
89102710,"2,034","77,551",2009-03-31
89102710,"11,796","449,728",2009-03-31
89102710,"43,460","1,656,900",2009-03-31
89102710,"16,779","639,700",2009-03-31
90297330,"340,520","23,307,300",2009-03-31
90297330,"303,432","20,768,826",2009-03-31
90297330,"122,213","8,365,000",2009-03-31
90297330,"146,100","10,000,000",2009-03-31
90297330,"31,762","2,174,000",2009-03-31
90297330,"25,494","1,745,000",2009-03-31
90297330,"39,144","2,679,300",2009-03-31
90329340,"129,919","17,072,192",2009-03-31
90781810,"366,126","8,906,000",2009-03-31
90781810,"26,804","652,000",2009-03-31
91131210,"70,345","1,429,200",2009-03-31
91324P10,"94,185","4,500,000",2009-03-31
92927K10,"33,237","2,700,000",2009-03-31
93114210,"989,811","18,998,300",2009-03-31
93114210,"49,287","946,000",2009-03-31
93964010,"319,356","894,304",2009-03-31
93964010,"52,962","148,311",2009-03-31
93964010,"231,460","648,165",2009-03-31
93964010,"13,207","36,985",2009-03-31
94974610,"761,689","53,489,420",2009-03-31
94974610,"180,039","12,643,200",2009-03-31
94974610,"545,578","38,313,040",2009-03-31
94974610,"39,701","2,788,000",2009-03-31
94974610,"14,240","1,000,000",2009-03-31
94974610,"1,987,133","139,545,832",2009-03-31
94974610,"22,922","1,609,720",2009-03-31
94974610,"24,208","1,700,000",2009-03-31
94974610,"11,677","820,000",2009-03-31
94974610,"313,280","22,000,000",2009-03-31
94974610,"227,840","16,000,000",2009-03-31
94974610,"113,920","8,000,000",2009-03-31
94974610,"38,448","2,700,000",2009-03-31
94974610,"28,480","2,000,000",2009-03-31
949773V10,"181,394","4,777,300",2009-03-31
95081710,"1,574,052","5,703,087",2009-03-31
47816010,"258,615","4,322,500",2008-12-31
47816010,"808,279","13,509,591",2008-12-31
47816010,"19,463","325,300",2008-12-31
47816010,"543,687","9,087,200",2008-12-31
47816010,"47,385","792,000",2008-12-31
47816010,"34,402","575,000",2008-12-31
50075N10,"2,395,621","89,222,400",2008-12-31
50075N10,"826,720","30,790,300",2008-12-31
50075N10,"268,500","10,000,000",2008-12-31
50075N10,"6,976","259,800",2008-12-31
50075N10,"214,800","8,000,000",2008-12-31
54866110,"139,880","6,500,000",2008-12-31
55261F10,"344,653","6,003,360",2008-12-31
55261F10,"31,346","546,000",2008-12-31
55261F10,"9,513","165,700",2008-12-31
61536910,"648,517","32,280,600",2008-12-31
61536910,"315,803","15,719,400",2008-12-31
62937750,"167,976","7,200,000",2008-12-31
62985Q10,"100,849","8,739,100",2008-12-31
65410610,"389,691","7,641,000",2008-12-31
65584410,"90,948","1,933,000",2008-12-31
74271810,"3,443,394","55,700,318",2008-12-31
74271810,"1,253,710","20,280,000",2008-12-31
74271810,"385,756","6,240,000",2008-12-31
74271810,"385,756","6,240,000",2008-12-31
74271810,"48,220","780,000",2008-12-31
74271810,"96,439","1,560,000",2008-12-31
74271810,"70,518","1,140,692",2008-12-31
74271810,"270,462","4,375,000",2008-12-31
80105N10,"15,710","488,500",2008-12-31
80105N10,"93,140","2,896,133",2008-12-31
80105N10,"5,445","169,300",2008-12-31
80105N10,"11,250","350,000",2008-12-31
86791410,"69,259","2,344,600",2008-12-31
86791410,"25,404","860,000",2008-12-31
89102710,"3,467","77,551",2008-12-31
89102710,"20,102","449,728",2008-12-31
89102710,"74,063","1,656,900",2008-12-31
89102710,"28,595","639,700",2008-12-31
90297330,"582,916","23,307,300",2008-12-31
90297330,"519,428","20,768,826",2008-12-31
90297330,"209,209","8,365,000",2008-12-31
90297330,"250,100","10,000,000",2008-12-31
90297330,"54,372","2,174,000",2008-12-31
90297330,"43,642","1,745,000",2008-12-31
90297330,"29,794","1,191,300",2008-12-31
90329340,"137,260","17,072,192",2008-12-31
90781810,"425,707","8,906,000",2008-12-31
91131210,"78,835","1,429,200",2008-12-31
91324P10,"167,580","6,300,000",2008-12-31
92927K10,"42,633","2,700,000",2008-12-31
93114210,"1,065,045","18,998,300",2008-12-31
93114210,"53,033","946,000",2008-12-31
93964010,"349,002","894,304",2008-12-31
93964010,"57,878","148,311",2008-12-31
93964010,"252,946","648,165",2008-12-31
93964010,"14,433","36,985",2008-12-31
94974610,"1,576,868","53,489,420",2008-12-31
94974610,"372,722","12,643,200",2008-12-31
94974610,"1,129,468","38,313,040",2008-12-31
94974610,"82,190","2,788,000",2008-12-31
94974610,"29,480","1,000,000",2008-12-31
94974610,"3,808,270","129,181,488",2008-12-31
94974610,"47,455","1,609,720",2008-12-31
94974610,"50,116","1,700,000",2008-12-31
94974610,"24,174","820,000",2008-12-31
94974610,"589,600","20,000,000",2008-12-31
94974610,"471,680","16,000,000",2008-12-31
94974610,"235,840","8,000,000",2008-12-31
94974610,"77,596","2,700,000",2008-12-31
94974610,"58,960","2,000,000",2008-12-31
949773V10,"201,268","4,777,300",2008-12-31
95081710,"1,641,919","5,703,087",2008-12-31
02581610,"610,296","17,225,400",2008-09-30
02581610,"283,250","7,994,634",2008-09-30
02581610,"4,260,666 1","20,255,879",2008-09-30
02581610,"68,844","1,943,100",2008-09-30
02581610,"49,592","1,399,713",2008-09-30
02581610,"29,755","839,832",2008-09-30
02581610,"69,164","1,952,142",2008-09-30
03522910,"885,794","13,652,800",2008-09-30
03522910,"12,470","192,200",2008-09-30
06050510,"175,000","5,000,000",2008-09-30
12189T10,"5,895,686","63,785,418",2008-09-30
14313010,"258,217","18,444,100",2008-09-30
19121610,"21,152","400,000",2008-09-30
19121610,"93,915","1,776,000",2008-09-30
19121610,"381,032","7,205,600",2008-09-30
19121610,"2,122,688","40,141,600",2008-09-30
19121610,"7,400,323 1","39,945,600",2008-09-30
19121610,"483,281","9,139,200",2008-09-30
19121610,"25,382","480,000",2008-09-30
19121610,"48,227","912,000",2008-09-30
20030N20,"236,640","12,000,000",2008-09-30
20033410,"11,585","1,218,199",2008-09-30
20033410,"2,881","302,963",2008-09-30
20033410,164,"17,215",2008-09-30
20825C10,"5,563,762","75,955,800",2008-09-30
20825C10,"146,500","2,000,000",2008-09-30
20825C10,"439,500","6,000,000",2008-09-30
22160K10,"341,142","5,254,000",2008-09-30
27805810,"163,411","2,908,700",2008-09-30
36473010,"58,299","3,447,600",2008-09-30
36960410,"198,336","7,777,900",2008-09-30
37733W10,"65,646","1,510,500",2008-09-30
43707610,"95,793","3,700,000",2008-09-30
G4776G10,"19,824","636,600",2008-09-30
G4776G10,"155,850","5,000,000",2008-09-30
46284610,"82,315","3,372,200",2008-09-30
47816010,"299,463","4,322,500",2008-09-30
47816010,"1,404,049","20,266,300",2008-09-30
47816010,"1,828,032","26,386,148",2008-09-30
47816010,"22,537","325,300",2008-09-30
47816010,"629,561","9,087,200",2008-09-30
47816010,"54,870","792,000",2008-09-30
47816010,"39,836","575,000",2008-09-30
50075N10,"2,922,034","89,222,400",2008-09-30
50075N10,"1,008,382","30,790,300",2008-09-30
50075N10,"327,500","10,000,000",2008-09-30
50075N10,"8,508","259,800",2008-09-30
50075N10,"262,000","8,000,000",2008-09-30
54866110,"153,985","6,500,000",2008-09-30
55261F10,"535,800","6,003,360",2008-09-30
55261F10,"48,730","546,000",2008-09-30
55261F10,"14,789","165,700",2008-09-30
61536910,"1,097,540","32,280,600",2008-09-30
61536910,"534,460","15,719,400",2008-09-30
62937750,"123,750","5,000,000",2008-09-30
65410610,"511,183","7,641,000",2008-09-30
65584410,"127,984","1,933,000",2008-09-30
74271810,"4,076,865","58,500,000",2008-09-30
74271810,"1,515,897","21,752,000",2008-09-30
74271810,"434,866","6,240,000",2008-09-30
74271810,"498,597","7,154,500",2008-09-30
74271810,"54,358","780,000",2008-09-30
74271810,"108,716","1,560,000",2008-09-30
74271810,"382,284","5,485,500",2008-09-30
74271810,"304,894","4,375,000",2008-09-30
80105N10,"16,057","488,500",2008-09-30
80105N10,"95,196","2,896,133",2008-09-30
80105N10,"5,565","169,300",2008-09-30
80105N10,"11,505","350,000",2008-09-30
86791410,"105,484","2,344,600",2008-09-30
86791410,"38,691","860,000",2008-09-30
89102710,"4,638","77,551",2008-09-30
89102710,"26,894","449,728",2008-09-30
89102710,"99,083","1,656,900",2008-09-30
89102710,"38,254","639,700",2008-09-30
90297330,"839,529","23,307,300",2008-09-30
90297330,"942,086","26,154,526",2008-09-30
90297330,"301,307","8,365,000",2008-09-30
90297330,"360,200","10,000,000",2008-09-30
90297330,"78,307","2,174,000",2008-09-30
90297330,"62,855","1,745,000",2008-09-30
90297330,"42,910","1,191,300",2008-09-30
90329340,"437,048","17,072,192",2008-09-30
90781810,"633,751","8,906,000",2008-09-30
91131210,"89,882","1,429,200",2008-09-30
91324P10,"161,986","6,379,900",2008-09-30
92927K10,"95,958","2,700,000",2008-09-30
93114210,"1,137,808","18,998,300",2008-09-30
93114210,"56,656","946,000",2008-09-30
93964010,"497,913","894,304",2008-09-30
93964010,"82,574","148,311",2008-09-30
93964010,"360,872","648,165",2008-09-30
93964010,"20,592","36,985",2008-09-30
94974610,"2,007,458","53,489,420",2008-09-30
94974610,"474,499","12,643,200",2008-09-30
94974610,"1,437,888","38,313,040",2008-09-30
94974610,"104,634","2,788,000",2008-09-30
94974610,"37,530","1,000,000",2008-09-30
94974610,"4,854,291","129,344,288",2008-09-30
94974610,"60,413","1,609,720",2008-09-30
94974610,"63,801","1,700,000",2008-09-30
94974610,"30,775","820,000",2008-09-30
94974610,"750,600","20,000,000",2008-09-30
94974610,"600,480","16,000,000",2008-09-30
94974610,"300,240","8,000,000",2008-09-30
94974610,"101,331","2,700,000",2008-09-30
94974610,"75,060","2,000,000",2008-09-30
949773V10,"223,424","4,777,300",2008-09-30
95081710,"2,036,002","5,703,087",2008-09-30
47816010,"278,110","4,322,500",2008-06-30
47816010,"1,303,934","20,266,300",2008-06-30
47816010,"1,697,685","26,386,148",2008-06-30
47816010,"20,930","325,300",2008-06-30
47816010,"584,670","9,087,200",2008-06-30
47816010,"50,957","792,000",2008-06-30
47816010,"36,995","575,000",2008-06-30
50075N10,"2,538,377","89,222,400",2008-06-30
50075N10,"875,984","30,790,300",2008-06-30
50075N10,"284,500","10,000,000",2008-06-30
50075N10,"7,391","259,800",2008-06-30
50075N10,"227,600","8,000,000",2008-06-30
54866110,"145,250","7,000,000",2008-06-30
55261F10,"423,477","6,003,360",2008-06-30
55261F10,"38,515","546,000",2008-06-30
55261F10,"11,688","165,700",2008-06-30
61536910,"1,111,744","32,280,600",2008-06-30
61536910,"541,376","15,719,400",2008-06-30
62937750,"138,914","3,238,100",2008-06-30
65410610,"455,480","7,641,000",2008-06-30
65584410,"121,141","1,933,000",2008-06-30
74271810,"3,557,385","58,500,000",2008-06-30
74271810,"1,322,739","21,752,000",2008-06-30
74271810,"379,454","6,240,000",2008-06-30
74271810,"435,065","7,154,500",2008-06-30
74271810,"47,432","780,000",2008-06-30
74271810,"94,864","1,560,000",2008-06-30
74271810,"333,573","5,485,500",2008-06-30
74271810,"266,044","4,375,000",2008-06-30
80105N10,"16,232","488,500",2008-06-30
80105N10,"96,238","2,896,133",2008-06-30
80105N10,"5,626","169,300",2008-06-30
80105N10,"11,631","350,000",2008-06-30
86791410,"84,921","2,344,600",2008-06-30
86791410,"31,149","860,000",2008-06-30
89102710,"4,548","77,551",2008-06-30
89102710,"26,377","449,728",2008-06-30
89102710,"97,177","1,656,900",2008-06-30
89102710,"37,518","639,700",2008-06-30
90297330,"650,041","23,307,300",2008-06-30
90297330,"785,757","28,173,426",2008-06-30
90297330,"233,300","8,365,000",2008-06-30
90297330,"135,721","4,866,300",2008-06-30
90297330,"60,633","2,174,000",2008-06-30
90297330,"48,668","1,745,000",2008-06-30
90329340,"504,825","17,072,192",2008-06-30
90781810,"672,403","8,906,000",2008-06-30
91131210,"87,853","1,429,200",2008-06-30
91324P10,"168,000","6,400,000",2008-06-30
92927K10,"125,442","2,700,000",2008-06-30
93114210,"1,067,704","18,998,300",2008-06-30
93114210,"53,165","946,000",2008-06-30
93964010,"524,867","894,304",2008-06-30
93964010,"87,044","148,311",2008-06-30
93964010,"380,408","648,165",2008-06-30
93964010,"21,706","36,985",2008-06-30
94974610,"1,270,374","53,489,420",2008-06-30
94974610,"300,276","12,643,200",2008-06-30
94974610,"909,935","38,313,040",2008-06-30
94974610,"66,215","2,788,000",2008-06-30
94974610,"23,750","1,000,000",2008-06-30
94974610,"3,077,798","129,591,488",2008-06-30
94974610,"38,231","1,609,720",2008-06-30
94974610,"40,375","1,700,000",2008-06-30
94974610,"19,475","820,000",2008-06-30
94974610,"475,000","20,000,000",2008-06-30
94974610,"380,000","16,000,000",2008-06-30
94974610,"190,000","8,000,000",2008-06-30
94974610,"64,125","2,700,000",2008-06-30
94974610,"47,500","2,000,000",2008-06-30
949773V10,"228,768","4,800,000",2008-06-30
95081710,"2,181,431","5,703,087",2008-06-30
47816010,"280,401","4,322,500",2008-03-31
47816010,"1,314,675","20,266,300",2008-03-31
47816010,"1,711,669","26,386,148",2008-03-31
47816010,"21,102","325,300",2008-03-31
47816010,"589,487","9,087,200",2008-03-31
47816010,"51,377","792,000",2008-03-31
47816010,"37,300","575,000",2008-03-31
50075N10,"2,766,787","89,222,400",2008-03-31
50075N10,"954,807","30,790,300",2008-03-31
50075N10,"310,100","10,000,000",2008-03-31
50075N10,"8,056","259,800",2008-03-31
50075N10,"248,080","8,000,000",2008-03-31
54866110,"160,580","7,000,000",2008-03-31
55261F10,"483,150","6,003,360",2008-03-31
55261F10,"43,942","546,000",2008-03-31
55261F10,"13,336","165,700",2008-03-31
61536910,"1,124,333","32,280,600",2008-03-31
61536910,"547,507","15,719,400",2008-03-31
65410610,"519,588","7,641,000",2008-03-31
65584410,"105,001","1,933,000",2008-03-31
74271810,"4,099,095","58,500,000",2008-03-31
74271810,"1,524,163","21,752,000",2008-03-31
74271810,"437,237","6,240,000",2008-03-31
74271810,"501,316","7,154,500",2008-03-31
74271810,"54,655","780,000",2008-03-31
74271810,"109,309","1,560,000",2008-03-31
74271810,"384,369","5,485,500",2008-03-31
74271810,"306,556","4,375,000",2008-03-31
80105N10,"18,338","488,500",2008-03-31
80105N10,"96,813","2,578,933",2008-03-31
80105N10,"6,356","169,300",2008-03-31
80105N10,"13,139","350,000",2008-03-31
86791410,"129,281","2,344,600",2008-03-31
86791410,"47,420","860,000",2008-03-31
89102710,"4,662","77,551",2008-03-31
89102710,"27,033","449,728",2008-03-31
89102710,"99,596","1,656,900",2008-03-31
89102710,"38,452","639,700",2008-03-31
89289310,"500,397","10,901,900",2008-03-31
90297330,"754,224","23,307,300",2008-03-31
90297330,"911,692","28,173,426",2008-03-31
90297330,"270,691","8,365,000",2008-03-31
90297330,"157,473","4,866,300",2008-03-31
90297330,"70,351","2,174,000",2008-03-31
90297330,"56,468","1,745,000",2008-03-31
90329340,"628,598","17,072,192",2008-03-31
90781810,"558,317","4,453,000",2008-03-31
91131210,"104,360","1,429,200",2008-03-31
91324P10,"219,904","6,400,000",2008-03-31
92927K10,"123,174","2,700,000",2008-03-31
93114210,"1,000,830","18,998,300",2008-03-31
93114210,"49,835","946,000",2008-03-31
93964010,"591,582","894,304",2008-03-31
93964010,"98,108","148,311",2008-03-31
93964010,"428,761","648,165",2008-03-31
93964010,"24,466","36,985",2008-03-31
94974610,"1,556,542","53,489,420",2008-03-31
94974610,"367,917","12,643,200",2008-03-31
94974610,"1,114,909","38,313,040",2008-03-31
94974610,"81,131","2,788,000",2008-03-31
94974610,"29,100","1,000,000",2008-03-31
94974610,"3,771,112","129,591,488",2008-03-31
94974610,"46,842","1,609,720",2008-03-31
94974610,"49,470","1,700,000",2008-03-31
94974610,"23,862","820,000",2008-03-31
94974610,"582,000","20,000,000",2008-03-31
94974610,"465,600","16,000,000",2008-03-31
94974610,"232,806","8,000,000",2008-03-31
94974610,"78,570","2,700,000",2008-03-31
94974610,"58,200","2,000,000",2008-03-31
949773V10,"211,824","4,800,000",2008-03-31
95081710,"2,304,047","5,703,087",2008-03-31
47816010,"288,311","4,322,500",2007-12-31
47816010,"1,351,762","20,266,300",2007-12-31
47816010,"1,759,956","26,386,148",2007-12-31
47816010,"21,698","325,300",2007-12-31
47816010,"606,116","9,087,200",2007-12-31
47816010,"52,826","792,000",2007-12-31
47816010,"38,352","575,000",2007-12-31
50075N10,"2,757,698","84,514,200",2007-12-31
50075N10,"966,494","29,619,800",2007-12-31
50075N10,"326,300","10,000,000",2007-12-31
50075N10,"8,477","259,800",2007-12-31
50075N10,"261,040","8,000,000",2007-12-31
54866110,"158,340","7,000,000",2007-12-31
55261F10,"489,180","5,997,060",2007-12-31
55261F10,"44,537","546,000",2007-12-31
55261F10,"13,516","165,700",2007-12-31
61536910,"1,152,417","32,280,600",2007-12-31
61536910,"561,183","15,719,400",2007-12-31
65410610,"490,858","7,641,000",2007-12-31
65584410,"97,500","1,933,000",2007-12-31
74271810,"4,295,070","58,500,000",2007-12-31
